10000 10000
1 910708512 954987593
1 783597936 206281879
1 209758157 384679972
1 724475248 816193224
1 821197379 134433231
1 311410497 458575340
1 976974365 141166171
1 79770901 679737379
1 755684674 574027560
1 236131635 907588367
1 729388981 3946591
1 134624448 771290754
1 710331033 465056536
1 537147952 971860923
2 724479899 101384003
1 90320678 541675295
1 421115265 725641990
1 55642400 819408933
1 663737495 51510878
1 56070600 219210323
1 362356264 5589803
1 308050585 616087756
1 559774704 800571199
1 648371043 633073401
1 92294488 710266682
1 734580342 208321391
1 136848661 646416646
1 97941913 575731698
1 255184124 354729009
1 502677198 294999488
1 332616252 381414223
1 557839726 846155727
1 927192743 980067547
2 87582068 758497259
1 942786658 73992018
1 448052148 127763632
1 814086681 529511108
1 186237216 205215633
2 289319111 476300347
1 599939949 755000178
1 991744031 621344650
1 169127267 401111488
1 157840930 690206465
1 649726328 789028279
1 292933473 93340365
1 951138318 60926005
1 481963989 60446639
1 418219112 294638753
1 870202034 914927946
1 10125812 326292749
1 361031243 3776904
1 899495589 330468021
1 147592525 36933968
1 291146032 116590536
1 95643325 952573897
1 283040956 186047965
1 35392410 573221807
2 613565891 778435721
1 44341865 662856702
1 245798474 169394268
1 723381423 966650694
1 420512988 193107039
1 685637527 905645065
1 487935629 287047288
1 764535157 147723698
1 362396510 327499256
2 924013939 93516247
1 613815263 29168700
1 218362086 755005257
1 164457506 18828231
1 7633955 602346512
1 58835436 4695232
1 235372732 37607528
1 416221919 87554354
1 452324528 126231716
1 537934004 943629936
1 303774946 769867081
1 305247722 107514618
1 711053165 71532247
1 798781960 1102901
1 954370446 548726479
1 737118522 65323358
1 669449440 769911447
1 727617447 87524289
1 439234392 104110183
1 33654214 631154115
1 875580247 319262085
1 378774213 709646761
1 962219498 471240976
1 736526423 496828631
1 753989150 142126750
2 325661492 249858419
1 684074850 411536490
1 363227457 260839956
2 871748474 136141262
1 642463726 133044344
1 885243194 308633720
1 39435385 365552419
1 693956963 143968862
1 744046587 186689806
1 629820550 447087787
1 305247077 742169034
1 345122835 126157298
2 12274405 723451879
1 289574815 685971603
1 832455158 217880301
1 875842625 79576768
1 108022488 910274101
1 824392822 798647488
1 166678884 53327700
1 820912735 290883748
1 758175264 276679328
1 782535130 671054260
1 488800433 143927656
1 430303033 171131113
1 185753561 666360636
1 662025740 553837073
1 232881736 121110696
1 770199081 852013898
1 617749885 231862528
1 185548924 374510224
1 77954614 11151406
1 908584601 972658837
1 386655953 241086249
1 29785704 830594533
1 842095032 966947672
1 361271266 949897593
1 742465741 741719917
1 960095038 125180108
1 129238534 799052399
1 683151020 271616278
1 234729198 959149825
1 27366863 186344561
1 137340756 534144145
1 822320172 677862359
1 98513350 796960191
1 637016699 926658376
1 615350117 55656114
1 898800060 732635422
2 986884504 197147878
1 737827057 881747799
1 695207830 46959130
1 815313398 26612326
1 687315180 184671625
1 490636630 940119577
2 915201734 163158455
1 617522501 59692003
1 710361237 179716586
1 769330344 136053021
1 971813118 649938791
1 300110506 665671186
1 246065473 361879167
1 434374688 238465063
1 170954802 51721175
1 528276920 52797742
1 740451916 107617847
1 200678892 53790632
1 91129549 458489732
1 501723193 440906629
1 931631131 414127018
1 217349902 130119367
1 567166772 485006549
1 482644565 554447814
1 510113017 714757895
1 215831071 165909092
1 295681267 237895311
1 39880158 250917642
1 363177161 562998731
1 32197454 562687490
1 133731625 798000122
1 117111388 634550973
2 971766420 865085505
1 894969594 571481348
1 340376192 599201914
1 899176568 618154437
1 802867264 150351947
1 491566553 182444840
1 835883994 657247062
1 715999310 95023960
1 114554113 958608057
1 411249956 68613024
1 505614669 65929282
1 153144158 208454400
2 820802154 579832528
1 486577936 297642576
1 223927262 154142890
1 43892516 553099000
1 180811907 216360444
1 527064178 145079418
1 75484788 657480186
1 197359095 92537275
1 633437047 892989328
1 394575709 204439227
1 566114022 118790122
1 402587376 712540382
1 48984987 242913217
1 590388284 281440048
1 185395469 735854264
1 606186362 511764766
1 792947699 935947458
1 259939880 620803740
1 91158374 381425016
1 33907090 231768684
1 116420336 318984735
1 59426753 998520394
1 91488998 57298134
1 741804123 4819357
1 202703124 715319504
1 105939045 46564530
1 913308369 908132674
1 905519329 994239861
1 736319089 514154809
1 35513063 660574553
1 299830492 47421760
1 517387377 361337114
1 917190402 374446826
1 885698009 717279906
1 983428194 443509246
1 822592843 965676562
1 365809629 64236889
1 251103723 287884684
1 539360522 296797845
1 429764165 58816294
1 778901815 89976240
1 892730163 440586530
1 378411251 51795368
1 921514904 248929364
1 28180437 620675828
1 222021897 135906618
1 455418378 584961138
1 520183744 322258471
2 43115877 739534278
1 702956545 283109668
1 447044003 216256146
1 251697169 879018440
1 26116497 646279669
1 698627639 541630524
1 560386633 702348736
1 819812275 329826773
1 409778929 174403774
1 451227884 815267409
2 864523268 961188252
1 411490076 809342570
1 398166337 215560485
1 183552126 967043168
1 75559803 563752222
1 43336602 154292059
1 670189163 317534026
1 945396693 50715098
1 753171105 71124895
1 409924866 272661864
1 384523614 703065253
1 951553905 455762126
1 90504547 129972862
1 688173364 575784584
1 344954206 232471920
1 348311306 27698220
1 276255566 960631526
1 323485112 533166827
1 597121592 631514313
1 960161172 29672824
1 982672745 277074716
1 629289919 118707158
1 174723 789085814
1 350144192 561220742
1 442194377 667475619
1 515945193 744870743
1 119087104 628155080
1 98649621 732761819
1 107780852 144065143
1 863106301 123049069
1 408037015 755804812
1 819496581 466408656
1 266788647 118418840
1 233540344 305433470
1 147515209 91989025
1 53929038 147242632
1 287028778 844400684
1 601159410 923128382
1 468075827 510804006
1 573538895 561600529
1 176516808 836054127
1 667976417 428112581
2 106685962 508075245
2 173438351 843056278
1 189687796 217055224
1 457512232 416626964
1 6157917 209874541
1 115681722 790001119
1 769282278 121186337
1 550810359 460680074
1 95063887 596872597
1 764104070 344895430
1 6198116 92520556
1 938841605 548500726
1 936575854 122729315
1 979461089 133347146
1 989378046 303918979
2 892398925 522941827
2 539289606 459417702
1 69581126 11859292
1 697838621 165506880
1 130658661 251828193
1 379708040 224607974
1 213197434 206550042
1 736722277 493579515
1 451434256 988794319
1 395409832 131621184
1 508558271 146924215
1 878186057 17954168
1 173966635 924969456
1 42375616 35385886
1 377798707 701208017
1 562513300 730997584
2 31918745 380414043
1 706861520 135010014
1 636176704 693764293
1 275449617 299948565
1 711150895 212091641
1 731850554 573414709
1 403989511 301398141
1 755787241 943366060
1 22357192 533644875
1 405748537 948060712
1 483359029 32047449
1 811237979 896016828
1 490731235 28157096
1 275682770 278088811
2 535731114 781384774
2 8319515 239651550
1 743931552 400780208
2 504753882 838089124
2 369673193 220142558
1 641378051 420478864
1 878355527 511731389
1 377219320 553385296
1 775520885 894239130
1 804094195 296544794
1 618756344 322054834
1 435250970 726729686
1 326251473 575734498
1 219346392 118367023
1 847206535 183654135
1 813362453 94829347
1 192800029 630242658
1 487027767 415501252
1 722201507 256133883
1 248776283 825306250
1 429646424 20405532
1 785626390 86253552
1 580341929 729054607
1 945677333 472464284
1 919860534 154198763
1 778674443 416018683
1 833337548 15823502
1 974439962 702149312
1 959336639 263669997
1 440438757 78057690
1 911614665 4831888
2 846998087 620730824
1 334113503 568886594
1 599275558 325998876
2 185109487 578827153
1 215459240 358996416
1 406881430 661240540
1 441005278 9641549
1 371300349 4971108
1 798030684 111825404
1 645052494 899816602
1 205983303 10713135
1 483496025 39571927
1 610919482 397396245
1 487191088 12953652
1 40348611 681756272
1 461230228 627959973
1 73075939 974144336
1 929430051 134818879
1 308381152 83981453
1 537245063 102016784
1 259500102 26410904
1 389454720 35322984
1 399381387 516574434
1 294576704 793836371
1 142684983 160254160
1 604473221 429269968
1 229797398 29270880
1 51642062 950699802
1 615022859 850398202
1 142473092 893969417
2 674641760 783382738
1 344448258 318938472
1 344974261 924041374
1 356991664 682565708
1 58052891 530341877
1 295880478 84045872
1 226438552 411720980
1 88770071 604932279
1 213096897 664308330
1 109061078 978965633
2 378302603 580253501
1 487553399 659863688
1 297810006 655873332
2 152199663 159691042
1 275870940 938673285
1 498900436 36448542
1 894200366 527968234
1 832619299 622093019
1 893502762 540756041
1 198715318 264257119
1 166455136 587762358
1 435159186 184115998
1 297837985 126116385
1 326810903 240656273
1 832228706 499847409
1 572213171 547972309
1 358777050 624777152
1 409751660 509072269
2 578280701 800239032
2 855288348 723215465
1 632512135 380378873
1 619152376 181208648
1 611329104 839462258
1 696843230 261334450
1 113708365 629023303
1 76892996 141385434
1 874429261 301993206
1 62295312 965751273
1 52338599 127000348
1 334287765 557245803
1 813214587 111634201
1 51187161 309156127
1 600552476 312323232
1 264151139 739494824
1 57163265 610783224
1 994453062 54872080
1 687940704 167456680
1 637798313 385364414
1 696111896 854705794
1 408553183 841105800
1 437857552 438396773
1 824334050 958350131
2 377868151 513848256
1 383604347 492351735
1 451723889 768710278
1 483993719 607358975
1 387407343 132279744
1 490134689 93931778
2 290224084 653796029
1 491667084 724585710
1 317579343 852133584
1 115346978 44883161
1 859677596 124357534
1 224336525 590175190
1 542753141 688991978
1 99533126 549444825
1 279978810 467189093
1 13978864 305523234
2 916346316 427300375
1 737471077 548264302
2 602244331 623021384
1 62487242 689530067
1 31257627 360927121
1 688026208 604522408
1 233658376 141713647
1 451873850 934599736
1 463412674 801107896
1 818987148 139797744
1 71220414 853106719
1 862584841 594300368
1 931424747 92914777
1 542015285 25264421
1 122530607 82578023
1 677158945 140038093
1 19342410 817854173
1 18803061 928907274
1 762838414 547851508
1 273926267 466808879
1 921809342 902581536
1 856073498 679824564
1 17804943 540428646
1 905274182 814516457
1 343572422 985653418
1 337104756 450751884
1 74235745 578124464
1 878706889 181643004
1 99896050 206657552
1 937006393 768863700
1 34165690 637596659
1 849327317 320415210
1 23253214 122227591
1 550915578 436117229
1 754393120 134694530
1 491104394 4873115
1 117681610 42380383
1 804917580 43253185
1 227028477 382150798
1 516265012 825101382
1 987100812 685152787
1 612617273 221903593
1 34542392 171871163
1 345642443 62252944
1 508234962 8037146
1 875794718 628908888
1 152682364 37017230
1 811873490 839631970
1 403918726 466219715
1 214399065 75009436
1 261944867 958881897
1 765024012 566953673
1 578167437 44094631
1 110381277 545230109
1 217445927 389506473
1 988281884 60593421
1 233445201 853848716
1 98486247 341440070
1 269695093 220427812
1 794690046 947781007
1 962177908 772237846
2 393597328 940658936
2 800759899 884585322
1 459838966 512834587
1 552534994 736354530
1 355195408 912167243
1 511906404 584420724
1 123464817 396954895
1 51687876 134738544
1 426397750 314054211
1 584088127 621400052
1 842089512 81194454
1 68329277 653891041
1 779404866 954819809
1 920509010 315716660
1 600252367 710842210
2 355121490 669827417
1 867946281 509709274
1 69487816 443598122
1 701542373 930419559
1 102743845 824907883
1 62678005 955221583
2 767940433 398138961
1 651886543 943044854
1 769059812 31672638
1 71965787 495688848
2 445587494 506513147
1 354293274 782386634
2 971313701 846171860
1 140085926 220554679
1 375003793 617223584
1 62615841 117452657
1 531838679 578717717
1 281208241 448378018
1 588572638 623627362
1 74907041 123178101
2 514425452 179408942
1 867122973 911778669
1 851219778 62236179
1 319574276 21234163
1 98644933 653970603
1 658799949 818037489
1 978368634 952325137
1 245066039 98766174
1 768059506 251915225
1 65340988 614820277
1 42206084 481028856
1 920803571 971436093
1 298125236 511493001
1 4832523 763319122
1 211376619 668883395
1 652817381 407769944
1 84528124 970467979
1 212458418 316304943
1 247624163 788978233
1 421470220 41898312
1 232107499 993411319
1 633830426 62059240
1 965891743 913636928
1 449631412 753166269
1 275524206 760587310
1 960270306 923425737
1 60409947 136171354
1 839934644 17044908
1 68209389 431912003
1 174898144 400972043
1 381833882 593896116
1 349958741 591829432
1 951993270 397718740
1 86311603 880628474
1 694403303 55670654
2 485293128 971689568
1 152143720 219457041
1 644079438 371028517
1 996903043 282029807
1 6923624 401231630
1 307685583 130971505
1 166390551 502282263
1 929651728 358555502
1 416571739 317506731
1 557215132 86022604
1 744764443 721298785
1 959405867 72679924
1 956432144 839946413
1 697516466 46015089
1 60711380 321431335
1 816352613 958324586
1 785239202 228257199
1 488296506 264361155
1 595234552 921266316
1 375698397 554014777
1 91728571 581812829
1 374342737 244273627
1 282667959 359538327
1 922216815 308529306
2 356677844 850643909
1 924455259 275351968
1 785821396 68752100
1 660059211 862122522
1 708225359 434731970
1 651245923 559057680
2 442357450 906254814
1 562630495 553210302
1 387831189 458903456
1 539017893 980683183
1 941725019 410894521
1 279152961 265025410
1 500655258 671992260
1 137581115 278890564
1 981182827 5826654
1 692782035 78811858
1 647347131 604053593
1 473857990 54853432
1 866883443 180965253
1 544504618 61294859
1 688426325 886837886
1 234435760 676809722
1 80562651 540251256
1 549342359 764829260
1 359863737 915877807
1 23345563 965327096
1 91280727 851854731
1 289978730 32120067
1 527626553 652476386
1 660548178 135751234
1 124694467 943351044
1 961668197 588438235
1 72874671 738916707
1 560089600 5082399
1 430411546 994909104
1 186456539 596410000
1 486331556 451701210
1 139568924 682763144
2 691001865 869760657
1 76723322 998684654
1 944212656 625441709
1 338246012 511510075
1 886446434 56651930
1 215994327 762269037
2 515755976 66689340
1 900856128 929231946
1 822805796 42788917
1 686964388 731361422
1 989186281 228408271
1 634116733 431570048
1 165568409 362422129
1 478453486 188964834
1 954270478 16047950
1 126864297 342935364
1 858559327 863984696
1 935711459 272723010
1 405126147 77486570
1 61419366 483133802
1 794103765 684090828
1 867899454 77192954
1 229570580 157602979
1 563572462 559485564
1 567143629 96042148
1 538540215 394799978
1 857768117 243998686
1 308773569 29861609
1 611149259 171312412
1 623392003 569659286
1 21462080 728904442
1 146906792 603742741
1 936598025 140852243
1 379522047 393590917
1 714952031 820758630
1 3133256 559499573
1 643098285 267680644
1 804956363 547595419
1 456534301 12926176
1 288896664 818684559
1 167124659 103017184
1 740385300 928464960
1 751618335 950544691
1 398077797 81973774
1 130725987 235892628
1 130432654 393790769
1 600855679 906267337
1 254570630 781153586
1 938195456 71587649
1 16813394 262355201
1 127215779 807842397
2 149579959 434503923
1 245059796 993840073
2 244016666 641823339
1 146515341 112571656
1 369779722 863091814
1 382323050 432429526
1 811400493 686927401
1 23947079 337588273
1 575160719 695287664
1 264771653 224033965
1 790724445 76939479
1 68104932 30808273
1 186682533 99723864
1 64400104 833768418
1 132468791 255406976
1 501895828 840394358
1 41481237 390448631
2 963003680 766085968
1 935747505 878548132
1 437564166 156930634
1 355987754 989719514
1 618535781 555514718
1 615672263 27512995
1 397282213 388473946
1 613305777 701667017
1 921685864 974770437
2 494624704 248202591
2 785724866 593856037
1 558241054 794319413
1 428502191 116634324
1 616039817 762542132
1 878866933 724018865
1 163263905 639834116
2 160380540 216737373
1 708423403 615773831
1 866915114 358754681
1 482640910 700039651
2 655098550 92671681
1 23464500 816817608
1 15140885 862762427
1 38901420 774115830
1 403678686 726834729
1 284834417 263975934
1 341216660 840045708
1 100899618 100777174
1 209632444 64800159
1 258823748 41842392
1 490996423 190204518
1 272506575 228365552
1 284567195 67743074
1 556509812 969127599
1 720042851 482824490
1 329546919 127720598
1 224216071 713188459
1 222475351 167173408
1 4681616 20003751
2 345973896 545037643
2 339626509 91203037
1 629766898 338337201
1 141926880 658223990
2 912411105 505697086
1 349791842 288746655
1 21352147 28744158
1 233053385 65553214
1 132216539 665279975
1 182419907 117707611
1 714886433 718253044
1 578091804 565909378
1 31699490 197383974
1 762073729 580692595
1 154090862 732817930
1 339715467 231815074
1 198007452 459076561
1 214353848 108025895
1 238708094 260461840
1 14611946 562819242
1 773651716 898391874
1 289739230 301810861
1 508289702 135073748
2 103352858 884697630
1 221633691 53779317
1 486837497 158095587
1 88088006 317357568
1 170839168 901239115
1 664739282 856159458
1 173252519 660240079
1 363929878 329011468
1 970579016 28717878
1 634477344 404413253
1 15561433 133956653
1 117092194 311957415
1 781597699 155058394
2 386099520 626535053
1 448711716 682726195
1 590998148 586984639
2 496586608 9668414
1 9139883 581148153
2 350995623 838836030
1 2135978 539643894
1 740648862 270205622
1 10511292 569625590
1 382995280 993180901
1 26316103 499068995
1 881838062 60638665
1 335838341 847972871
2 839857554 868876925
2 896519569 852107409
1 111901024 110792752
1 467892261 573093891
1 762012065 337284325
1 184384727 135204068
1 113125664 780007253
1 707780081 540879212
1 735008367 959686625
1 68199040 50954938
1 110242873 159536306
1 67892714 197501150
2 916399342 171024710
1 152957626 220894723
1 592528086 737870263
1 712183653 744291240
1 260789243 863662152
1 380205625 352089550
1 671792354 138056330
1 617107442 526246331
1 162567717 469399213
1 810308303 657842894
1 785175017 149499904
1 502756854 279272811
1 819916170 721484969
1 1719842 988097083
1 650415379 632490201
1 440089999 658932925
1 50563712 213761950
1 197933772 220736801
1 214054639 374187526
1 425864185 729340422
1 961261303 192221718
1 636308853 767308889
1 175342603 635564937
1 73724831 142653945
1 463573185 996827557
1 17042369 815770732
1 544495249 696808654
1 535460167 522545839
1 18557047 503160114
1 25258890 117380702
1 958015739 331118745
1 708757836 1159743
1 62351157 111359610
1 159382159 823838504
1 295652078 540294366
1 825048259 77158912
1 638915388 625669694
1 718283041 970468878
1 754636923 937324257
1 156885320 454633302
1 64384872 370742772
1 734680844 897458505
1 806332127 47740850
2 746064575 743275770
1 645420780 440127041
1 327795334 753602561
2 335290395 228579037
2 24808553 931479909
1 156388376 46935151
1 504740265 609228205
1 202873135 277727087
1 570722581 117946296
1 923112786 127706952
1 607561746 5523537
1 803256922 49861590
1 177323337 359001501
1 819515588 785859305
1 964071591 180091900
1 712248434 685581860
1 978131253 464651386
1 228568009 487261358
1 599052335 869257209
1 287120051 23920926
1 802904003 413319251
2 157904799 763652748
1 126434545 917049510
1 657861546 433188866
1 912793663 847403520
1 779618796 48352603
1 580369957 200121203
1 173247211 571028523
1 894250511 223271602
1 465145054 645426076
1 267293142 653026648
1 882196392 640640034
1 454169299 66526855
1 78009694 936880966
1 352700948 789967316
1 970734893 708080392
2 269648392 583007752
2 669082562 46243842
1 793338458 706477961
1 777032733 741086124
1 233841513 72213559
1 78704638 524881470
1 598371885 963330872
1 328366564 971352005
1 836006791 928117663
1 440512283 106787750
1 550736350 364294458
2 818835117 86601443
1 870574257 935450388
2 51247734 765680047
1 42046094 732539151
1 705057150 873734482
1 400924671 684744858
2 444298678 527240527
1 591322579 597245515
1 46227197 698903412
1 179010529 5371456
1 947788341 592437388
1 662154535 363989569
1 54305691 621155818
1 149215932 404248006
1 225193958 761644670
1 828924409 6123974
1 295864192 164832139
1 262278990 486541286
1 597594470 782218849
1 518302362 914125902
1 501344545 519420634
1 978065703 510436183
1 381318769 526326513
1 82958126 353315357
1 546101017 767664019
1 206917662 889120741
2 424539684 90772232
1 950840330 140587561
1 216283698 537781562
1 671782843 332710022
1 138403462 215174711
1 487027768 61012990
2 616198599 76686137
1 276072566 386939242
1 390068018 753087882
1 899512224 964557535
1 790767071 438849592
1 415644720 769483927
2 652054012 255707621
1 44790688 177816766
1 510193170 61889366
1 287535332 561097752
1 801761033 885280353
1 424614168 195141173
1 891740855 200177572
1 121868423 690669770
2 56512316 614723038
1 587350186 405229421
1 565249122 467317704
2 309888057 640730024
1 330450106 482220400
1 747005612 526899100
1 712516190 890789658
1 674583695 161989352
1 446657325 514315010
1 77468528 76933523
1 965253972 932037966
1 101864370 282978509
1 663738456 422167474
1 930832365 874168738
1 559254128 995690024
1 237685779 258282811
1 755580100 756914567
1 214079751 3266332
1 493464870 82225376
1 189580256 557114091
1 894849738 911566625
1 283402946 827562954
1 113222946 60520758
1 690572304 92579871
1 983374982 549175162
1 241903296 482152101
1 963058809 338134002
1 851653156 549064215
1 144243975 592428940
1 858135636 185461000
1 560833537 416508254
1 326497032 407877317
1 547855937 552338470
1 703699334 675241087
1 409167634 637786944
1 976435355 671959689
1 456189684 663399198
1 345466541 607856746
1 42753514 298771700
1 548206568 795921324
2 370323530 412938282
1 852734146 744415391
2 289988685 199433752
1 637110534 356259574
1 99410478 842604958
1 974496918 659408804
1 510662135 146828111
1 525085052 94163441
1 924694623 796354000
1 586910979 613411960
1 250115960 866421119
1 582595096 90810377
1 896272789 206464665
1 88744214 963332258
1 304485088 820321793
1 465695299 510480625
1 956934465 692520872
2 601715167 319296624
1 773191103 392298702
1 493964321 679542323
1 251446809 966185214
1 277794148 256796858
1 510614612 348109050
1 315945996 170274319
1 641762402 437815180
1 150768704 731883246
2 768543213 939127833
1 171092275 67262592
1 237930324 73383332
1 689389225 890429010
1 17712376 132138724
1 652172559 100643403
1 642798241 312787008
2 412829775 57848615
1 323363950 644280740
1 344343263 701771154
1 815694371 987174596
1 26048907 864799608
1 646182487 357234708
1 33919095 788041788
2 935037745 687030047
1 654154139 45320111
1 342186010 159063404
1 723020940 350463854
1 692468530 104700617
1 547414508 368670786
1 903977945 503497668
1 254049389 403569265
1 339663773 510477663
1 783869257 471406632
1 480259473 122912216
1 61020937 229188540
1 637516033 729030326
1 534372046 207343946
1 397031810 681939441
1 539159974 73671256
1 137372306 271426417
1 150631823 578807926
2 742542816 889635795
1 561837527 110699008
1 729001162 721302177
1 190260266 101140279
1 270972575 216231316
1 72855601 418407217
1 862550760 21501001
1 245680731 692476383
1 942111814 469307145
1 53532188 505792779
2 184576774 8432928
1 111025944 435708721
2 241662526 523476583
1 33777387 760860501
1 831164920 7686705
1 373252021 446984060
1 261973722 443847882
1 746924886 170137218
2 722739251 911084125
2 320384595 755363714
1 700795766 474119014
1 205479448 132356738
1 515115862 838690155
1 148853903 116582613
1 722205672 533156460
1 36462553 586267454
1 649939582 432726032
1 567827357 57061831
2 79755730 424758382
1 136472752 185007868
1 601599457 522042301
1 575985130 518777812
1 993361593 683400351
1 567597973 289750815
2 989873992 256370235
1 412279184 39495197
1 837512883 116697074
1 140481548 427322692
1 565651901 794373416
1 215545650 18310708
1 678578770 735221820
1 301848900 818088086
1 727387855 730760261
1 155408717 407170445
1 880626516 25537866
1 182625280 421927975
1 568503555 477481960
1 85534317 908705976
2 333970446 666516311
1 973774196 250038385
1 244360953 985804007
1 338849477 709506673
1 943253691 540502483
1 214124120 748976115
1 465288132 902654375
1 189877019 102358891
1 255394745 747152509
1 251217069 45407259
1 197587465 635784571
1 747449031 744012714
2 917961408 447842786
1 394746775 725040420
1 653604933 759254526
1 121129954 602596678
1 665088588 491515881
2 769482952 346430608
2 138681304 796919333
1 840412035 805125926
1 36716073 552210800
1 781543575 392879973
1 712259827 670042589
1 562526585 161300001
2 78459298 903440806
1 729112259 648047231
1 811842266 669355271
2 88376026 863142414
1 126251665 783847575
1 859102667 405965488
1 67615782 192577389
1 15654684 553742563
1 13798250 564911030
1 131818525 63804549
1 534577978 727980845
1 655110039 285767304
1 197129943 743168327
1 203589041 779562416
2 976077579 101269398
1 637834722 642785408
1 758837802 674537259
1 148206558 974073433
1 19342126 813080985
1 747682787 377782512
1 366823280 920800070
1 445340006 641949625
1 964950238 915126500
1 462859895 893464409
1 617761201 776555609
1 689762476 721207626
1 967146289 316933658
1 83639462 67111274
1 777606358 437561842
1 873743006 298502234
1 630627449 916715976
1 108206411 292457824
1 939072355 131748682
1 782164272 87516217
1 619210414 156653314
1 228410340 132285769
2 596461490 67576812
1 124020464 145779436
1 835090804 211004614
2 458622126 743262599
1 605592805 273270502
1 161829303 943776997
1 780147731 200744913
1 797470310 431037821
1 553825226 739425862
1 130650828 913157540
1 388739843 905287127
1 687327121 592385434
1 538864423 548796540
2 333695123 334129944
1 995712909 399779070
1 317979492 134986886
1 501319170 885921587
1 355257925 815406815
1 894003159 360993832
2 417912658 586517316
1 283062918 555163299
1 185173671 303062572
1 144663132 194749698
1 416557198 73116144
1 5333228 588733469
2 990590339 558596029
1 565608943 426883379
1 314060670 695854942
1 16854865 397831807
1 191008455 938534567
1 391379980 180913099
1 908223175 986117927
1 74263633 46838080
1 568533129 974532178
1 669217357 164259760
1 405514249 157865943
1 73084415 555073977
1 716351096 919545390
1 498611108 468680140
1 226335621 829243310
1 782235180 924761904
1 883094751 913995640
1 842750652 101051130
1 278244196 378302653
1 789152943 434509129
2 624944378 890622147
1 617826454 725779133
2 793760610 359135684
1 416929769 892466000
1 359312059 26738827
1 653455685 398327037
1 868874334 282131938
1 191265445 962798203
1 416614849 249077923
1 450714118 977358257
1 749987672 461279061
2 167936684 511314408
1 895970354 418406914
1 24412546 132284045
1 473025755 952381669
1 447443415 841227758
1 621609920 682961363
1 163771518 581351219
1 341661204 721562128
1 697924030 453492296
1 193584373 927810384
1 562555741 296819824
2 270591295 605014366
1 377924901 320161859
1 676463737 340579119
1 309612267 300494788
1 636532119 224773257
1 127808474 593375518
1 378011941 990064561
2 15491095 306290956
1 50813963 479268282
1 899710199 789934644
1 131561535 832519491
1 928173775 495424617
1 669704107 755132422
1 170533222 54171987
1 750116802 484083324
1 844941737 419394726
1 324888436 142008109
1 194545637 51388903
2 980100621 144543235
1 523189484 93101701
1 765030572 677207593
1 86208138 496197288
1 909808505 860955473
1 613489775 646637756
1 638375308 345501144
1 607079824 495795071
1 24962490 785258265
1 642613640 712186717
1 71858678 635970110
2 584268207 146015896
1 133702375 306395372
1 138558485 673162625
2 924819455 746921777
1 993304087 71402078
1 493098813 165334896
1 429980726 196568305
1 433614589 348383052
1 493517320 963752526
1 261494849 985363959
1 773863990 964092276
1 490605333 59605829
1 947981975 344855310
2 825344266 757181267
2 489167644 873191992
1 541177287 973417564
1 662002565 164334848
1 903582578 655520509
1 103479006 295856928
2 126955434 288717767
1 314217635 186482050
2 135094522 436394953
1 37854192 560245432
1 24202300 332120326
1 170568843 7359203
1 227177464 738691660
2 163646391 625825377
1 142349842 762968892
1 329052992 416224097
1 503440858 244931226
1 535953257 12953459
1 357200376 42904645
1 839022379 71497651
1 28214242 750362954
1 895283009 751101381
1 11859575 400876432
2 395146415 206360381
1 473063397 792052185
1 92772641 949628143
1 49523312 55111973
1 676367976 85629061
2 918870674 904512341
1 467455765 826840207
1 257234103 448987710
1 594563840 593049389
1 908503473 402119119
1 345409022 434113491
1 186301207 926207301
2 579671376 196488571
1 53153395 143396260
2 332290599 350615193
1 257216112 146612973
1 389797815 506753355
1 275594454 586740377
1 869446316 305498824
1 572955907 146234379
2 948445673 548293008
1 131043889 76882826
1 353407943 935014046
1 367515305 459740941
1 376889491 97895165
2 17929374 484256816
1 316533058 447090765
1 10396139 574711344
1 330095247 960556128
1 997471956 253816010
1 490117442 449556380
1 870133423 761782869
1 360678630 372377507
1 342276932 332684389
1 457756365 17781579
1 841865496 256619767
1 170367171 558320124
2 708550522 811800639
1 3452491 836936346
1 652410669 807590879
1 36362972 705588165
1 211385703 614536761
1 897158171 54694410
1 843317747 42282207
1 278652631 800418757
1 58516146 80839143
1 755788841 177278682
2 535914103 354892181
1 419938629 70252139
1 564184222 103917649
1 807460006 824134027
1 404299638 425756758
1 503209748 655632750
1 651890543 655767785
2 92601244 9420989
1 425947673 339544660
1 493337913 888921302
1 929349771 726015144
1 737378398 138091996
1 960880 117124631
1 90174478 586480611
1 80096089 495699732
2 709615106 524394751
1 725702088 108340281
1 463602170 690999874
1 71224661 924486048
1 982421649 351871538
2 758905221 807648392
1 481532671 401219601
1 39492080 170941637
1 787891865 507386231
1 510118769 604410337
1 6468124 335577718
1 973574896 988349157
1 361011743 883061826
1 828296321 187267193
1 78392557 929208466
1 40908376 145286970
1 767354972 88692747
1 109637475 136073199
1 335788302 799945976
1 680894796 5965156
2 530085151 24460032
2 89184522 773654226
1 450954319 512427748
1 499523452 770060219
1 187837049 176321453
1 996750146 652752153
1 883280719 892076169
1 576933523 633054856
1 141453299 934177642
1 635262838 366803960
1 246731133 812208552
1 947134396 339002008
1 969756778 448770763
1 485000640 350811046
1 100997331 950060987
1 784759523 401721765
2 895648461 450802204
1 34505932 706571590
1 550972066 238027398
1 967211843 625721158
1 560207387 837244861
1 322493350 44492069
2 358295473 120847101
1 99984193 895098375
1 205186319 500704929
